Servicentro,Region,Provincia,Comuna,Dirección,Coordenadas,Tipo de Atención,Gasolina 93 $/L,Petróleo Diesel $/L,Gasolina 95 $/L,GLP Vehicular $/m3,GNC $/m3,Gasolina 97 $/L,Kerosene $/L,Úlima Actualización
COPEC,Coquimbo,Elqui,Coquimbo,TALCA 315,29º0'0""S 71º0'0""W,Asistido,1298,1039,1327,0,0,1353,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,Coquimbo,en Avda. La Cantera 1860,29º0'0""S 71º0'0""W,Asistido,1294,1039,1323,0,0,1353,1085,9 oct. 2025
SHELL,Coquimbo,Elqui,Coquimbo,Avenida La Cantera 1370,29º0'0""S 71º0'0""W,Asistido,1294,1039,1323,0,0,1354,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,Andacollo,EL SALITRE 20,30º0'0""S 71º0'0""W,Asistido,1299,1050,1326,0,0,1356,1085,9 oct. 2025
COPEC,Coquimbo,Elqui,Vicuña,LAS DELICIAS CON SARGENTO ALDEA 22,30º0'0""S 70º0'0""W,Asistido,1311,1054,1339,0,0,1367,1086,9 oct. 2025
SHELL,Coquimbo,Elqui,Vicuña,Avda Faustino Sarmiento esquina O'Higgins ,30º0'0""S 70º0'0""W,Asistido,1311,1054,1339,0,0,1367,1086,9 oct. 2025
COPEC,Coquimbo,Choapa,Illapel,salvador allende 01150,31º0'0""S 71º0'0""W,Asistido,1265,1015,1296,0,0,1328,1026,9 oct. 2025
COPEC,Coquimbo,Choapa,Los Vilos,CARRETERA PANAMERICANA NORTE KM 225. Av. Caupolican 225,31º0'0""S 71º0'0""W,Asistido,1267,1011,1299,0,0,1331,1061,9 oct. 2025
COPEC,Coquimbo,Choapa,Salamanca,O'HIGGINS 490,31º0'0""S 70º0'0""W,Asistido,1269,1015,1299,0,0,1331,1081,9 oct. 2025
COPEC,Coquimbo,Limarí,Ovalle,"ARIZTIA, ESQ. ANTONIO TIRADO 00",30º0'0""S 71º0'0""W,Asistido,1306,1058,1332,0,0,1356,1061,9 oct. 2025
COPEC,Coquimbo,Limarí,Ovalle,BENAVENTE 836,30º0'0""S 71º0'0""W,Asistido,1303,1055,1329,0,0,1353,1072,9 oct. 2025
COPEC,Coquimbo,Limarí,Ovalle,SOCOS ESQ. VICTORIA 420,30º0'0""S 71º0'0""W,Asistido,1306,1058,1332,0,0,1356,1079,9 oct. 2025
COPEC,Coquimbo,Limarí,Ovalle,ARIZTIA ORIENTE 1031,30º0'0""S 71º0'0""W,Asistido,1306,1057,1332,0,0,1356,1079,9 oct. 2025
COPEC,Coquimbo,Limarí,Combarbalá,JUAN IGNACIO FLORES 576,31º0'0""S 71º0'0""W,Asistido,1310,1062,1336,0,0,1360,1068,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,SANTOS OSSA 960,33º0'0""S 71º0'0""W,Asistido,1239,995,1271,0,0,1321,1035,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,AV. COLÓN 2330,33º0'0""S 71º0'0""W,Asistido,1208,988,1252,0,0,1307,1051,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,AVDA. BRASIL 1804,33º0'0""S 71º0'0""W,Asistido,1208,988,1252,0,0,1307,1043,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,AV. PLAYA ANCHA 697,33º0'0""S 71º0'0""W,Asistido,1199,985,1240,0,0,1284,1052,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,"CHACABUCO, GENERAL CRUZ 0",33º0'0""S 71º0'0""W,Asistido,0,988,0,0,0,0,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,AV. FEDERICO STA. MARIA 2044,33º0'0""S 71º0'0""W,Asistido,1197,977,1239,0,0,1283,1051,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,Av. Matta 2114,33º0'0""S 71º0'0""W,Asistido,1202,983,1240,0,0,1277,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Valparaíso,Av. Curauma Sur 2795,33º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1330,1035,9 oct. 2025
ARAMCO,Valparaíso,Valparaíso,Valparaíso,Levarte 1050,33º0'0""S 71º0'0""W,Asistido,1197,977,1239,0,0,1283,1033,10 oct. 2025
SHELL,Valparaíso,Valparaíso,Valparaíso,Avda. Errazuriz 798,33º0'0""S 71º0'0""W,Asistido,1208,988,1252,0,0,1307,1043,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Valparaíso,Av Curauma Norte 0,33º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1330,1053,9 oct. 2025
Del Sol Combustibles,Valparaíso,Valparaíso,Valparaíso,Av. Federico Santa María 1836,33º0'0""S 71º0'0""W,Autoservicio,1224,995,1269,0,0,0,1124,9 oct. 2025
ARAMCO,Valparaíso,Valparaíso,Valparaíso,Errazuriz 1306,33º0'0""S 71º0'0""W,Asistido,1208,988,1252,0,0,1307,1043,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Casablanca,Constitución 550,33º0'0""S 71º0'0""W,Asistido,1264,1008,1292,0,0,1323,1037,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Concón,AV. BORGOÑO 25175,32º0'0""S 71º0'0""W,Asistido,1222,997,1281,0,0,1312,1038,9 oct. 2025
G.O.A.T,Valparaíso,Valparaíso,Concón,AVDA. CON CON REÑACA 140,32º0'0""S 71º0'0""W,Asistido,1213,991,1276,0,0,1306,1062,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Concón,Av. Borgoño 25640,32º0'0""S 71º0'0""W,Asistido,1222,997,1281,0,0,1312,1038,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Concón,Calle José María Escriva de Balaguer 861,32º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1328,1053,9 oct. 2025
CUSTOM SERVICE,Valparaíso,Valparaíso,Concón,Avda. Concón 770,32º0'0""S 71º0'0""W,Asistido,1223,1001,1286,0,0,1316,1072,10 oct. 2025
COPEC,Valparaíso,Valparaíso,Puchuncaví,RUTA F-30-E 0,32º0'0""S 71º0'0""W,Asistido,1259,1006,1292,0,0,1325,1027,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Puchuncaví,Ruta F 30 S/N LOTE CC4 KM 55,32º0'0""S 71º0'0""W,Asistido,1259,1009,1292,0,0,1325,1053,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Quintero,NORMANDIE 2500,32º0'0""S 71º0'0""W,Asistido,1239,991,1274,0,0,1309,1032,11 oct. 2025
COPEC,Valparaíso,Valparaíso,Quintero,"Ruta F30 E , Parcela 26 B , Santa Adela 0",32º0'0""S 71º0'0""W,Asistido,1246,997,1281,0,0,1315,1051,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Quintero,Normandie 2077,32º0'0""S 71º0'0""W,Asistido,1239,991,1274,0,0,1314,1050,15 oct. 2025
ARAMCO,Valparaíso,Valparaíso,Quintero,"Ruta F-210 Lote F-1, Quintero, Valparaíso.",32º0'0""S 71º0'0""W,Asistido,1239,991,1274,0,0,1309,1032,15 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,AV. LIBERTAD 501,33º0'0""S 71º0'0""W,Asistido,1253,997,1287,0,0,1323,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,AV. VALPARAÍSO 1160,33º0'0""S 71º0'0""W,Asistido,1256,1002,1291,0,0,1326,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,QUILLOTA 724,33º0'0""S 71º0'0""W,Asistido,1257,1002,1292,0,0,1327,1015,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,AGUA SANTA 820,33º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1328,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,Av. Edmundo Eluchans 3100,32º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1328,1053,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,1 NORTE 2399,33º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1328,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,JORGE MONTT 2300,33º0'0""S 71º0'0""W,Asistido,1256,1003,1292,0,0,1327,1052,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,"LIMACHE, LUSITANIA 2321",33º0'0""S 71º0'0""W,Asistido,1256,1002,1291,0,0,1326,1044,8 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,"AV. ALESSANDRI, ESQ. ÍNDICO 3401",33º0'0""S 71º0'0""W,Asistido,1250,996,1286,714,0,1322,1046,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,AV. ALESSANDRI con  21 NORTE 00,33º0'0""S 71º0'0""W,Asistido,1256,1003,1292,0,0,1327,1048,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,Autopista Troncal Sur 3290,33º0'0""S 71º0'0""W,Asistido,1258,1005,1293,0,0,1328,1054,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Viña del Mar,Av. Gómez Carreño 3601,32º0'0""S 71º0'0""W,Asistido,1254,1000,1290,0,0,1326,1053,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,EDUARDO FREI 4025,33º0'0""S 71º0'0""W,Asistido,1246,997,1281,0,0,1320,1054,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,Camino Internacional 5001,32º0'0""S 71º0'0""W,Asistido,1246,992,1281,0,0,1315,1036,9 oct. 2025
COPEC,Valparaíso,Valparaíso,Viña del Mar,Camino Internacional Oriente 4690,32º0'0""S 71º0'0""W,Asistido,1246,992,1281,0,0,1315,1036,9 oct. 2025
GULF,Valparaíso,Valparaíso,Viña del Mar,Uno Norte 999,33º0'0""S 71º0'0""W,Asistido,1257,1002,1292,0,0,1327,1033,10 oct. 2025
SHELL,Valparaíso,Valparaíso,Viña del Mar,Salvador Vergara 504,33º0'0""S 71º0'0""W,Asistido,1254,1000,1289,0,0,1324,1044,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Viña del Mar,Agua Santa 201,33º0'0""S 71º0'0""W,Asistido,1258,1004,1293,0,0,1328,1054,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Viña del Mar,Camino Real 1990,33º0'0""S 71º0'0""W,Asistido,1238,982,1273,0,0,1314,1054,9 oct. 2025
SHELL,Valparaíso,Valparaíso,Viña del Mar,Avenida Presidente Eduardo Frei Montalva 4380,33º0'0""S 71º0'0""W,Asistido,1246,997,1281,0,0,1320,1074,9 oct. 2025
COPEC,Valparaíso,Los Andes,Los Andes,PASCUAL BABURIZZA ESQ RENE SCHNEIDER 00,32º0'0""S 70º0'0""W,Asistido,1266,1006,1297,0,0,1326,1067,9 oct. 2025
COPEC,Valparaíso,Los Andes,Los Andes,ESMERALDA ESQUINA SANTA TERESA 00,32º0'0""S 70º0'0""W,Asistido,1258,998,1290,0,0,1318,1049,9 oct. 2025
ARAMCO,Valparaíso,Los Andes,Los Andes,Av. Argentina esq. Maipú 290,32º0'0""S 70º0'0""W,Asistido,266,1007,1298,0,0,1327,1087,9 oct. 2025
ARAMCO,Valparaíso,Los Andes,Los Andes,Santa Teresita esq. Los Villares 285,32º0'0""S 70º0'0""W,Asistido,1264,1004,1296,0,0,1329,1067,10 oct. 2025
SHELL,Valparaíso,Los Andes,Los Andes,Avda. Santa Teresa 133,32º0'0""S 70º0'0""W,Asistido,1264,1004,1296,0,0,1329,1067,9 oct. 2025
SHELL,Valparaíso,Los Andes,Los Andes,Avenida Hnos Clark 325,32º0'0""S 70º0'0""W,Asistido,1266,1006,1298,0,0,1326,1088,9 oct. 2025
COPEC,Valparaíso,Los Andes,Calle Larga,Calle Larga 2823,32º0'0""S 70º0'0""W,Asistido,1266,1006,1298,0,0,1326,1049,9 oct. 2025
COPEC,Valparaíso,Los Andes,Rinconada,Carretera General San Martin 2510,32º0'0""S 70º0'0""W,Asistido,1266,1014,1298,0,0,1329,1048,9 oct. 2025
COPEC,Valparaíso,Los Andes,San Esteban,Av. Alessandri 1811,32º0'0""S 70º0'0""W,Asistido,1266,1006,1298,0,0,1326,1049,9 oct. 2025
SHELL,Valparaíso,Los Andes,San Esteban,Avda. Alessandri 1935,32º0'0""S 70º0'0""W,Asistido,1266,1006,1298,0,0,1326,1067,9 oct. 2025
SHELL,Valparaíso,Petorca,La Ligua,Avda. Portales 1500,32º0'0""S 71º0'0""W,Asistido,1259,1003,1294,0,0,1328,1063,9 oct. 2025
COPEC,Valparaíso,Petorca,Cabildo,Avenida Humeres 1302,32º0'0""S 71º0'0""W,Asistido,1260,1004,1295,0,0,1329,1064,9 oct. 2025
COPEC,Valparaíso,Petorca,Papudo,Irarrazaval 435,32º0'0""S 71º0'0""W,Asistido,1241,1005,1281,0,0,1303,1035,9 oct. 2025
COPEC,Valparaíso,Petorca,Petorca,Carretera F-35 S/N Sector La Ñipa 0,32º0'0""S 70º0'0""W,Asistido,1261,1005,1296,0,0,1330,1064,9 oct. 2025
COPEC,Valparaíso,Petorca,Zapallar,JANUARIO OVALLE 128,32º0'0""S 71º0'0""W,Asistido,1259,1012,1292,0,0,1325,1025,9 oct. 2025
COPEC,Valparaíso,Quillota,Quillota, AV. RAFAEL ARIZTIA 705,32º0'0""S 71º0'0""W,Asistido,1257,997,1290,0,0,1324,1016,9 oct. 2025
COPEC,Valparaíso,Quillota,Quillota,"FREIRE, 513",32º0'0""S 71º0'0""W,Asistido,1257,997,1290,0,0,1324,999,9 oct. 2025
COPEC,Valparaíso,Quillota,Quillota,BLANCO 661,32º0'0""S 71º0'0""W,Asistido,1257,997,1290,736,0,1324,999,9 oct. 2025
COPEC,Valparaíso,Quillota,Quillota,"AV. JUAN BAUTISTA ALBERDI, BULNES 0",32º0'0""S 71º0'0""W,Asistido,1251,997,1284,0,0,1318,1034,9 oct. 2025
ARAMCO,Valparaíso,Quillota,Quillota,Maipú 498,32º0'0""S 71º0'0""W,Asistido,1257,997,1290,0,0,1324,1017,10 oct. 2025
COPEC,Valparaíso,Quillota,Calera, CARRERA 1513,32º0'0""S 71º0'0""W,Asistido,1172,995,1205,0,0,1245,1058,9 oct. 2025
COPEC,Valparaíso,Quillota,Calera,José Joaquín Pérez 401,32º0'0""S 71º0'0""W,Asistido,1170,995,1203,0,0,1243,1058,17 oct. 2025
SHELL,Valparaíso,Quillota,Calera,Av. Adrián 035,32º0'0""S 71º0'0""W,Asistido,1175,995,1208,0,0,1250,1058,21 oct. 2025
COPEC,Valparaíso,Quillota,La Cruz,21 DE MAYO 5490,32º0'0""S 71º0'0""W,Asistido,1256,996,1289,0,0,1323,1036,9 oct. 2025
COPEC,Valparaíso,Quillota,Nogales,JUAN RUSQUE 312,32º0'0""S 71º0'0""W,Asistido,1257,1001,1287,0,0,1315,1038,9 oct. 2025
COPEC,Valparaíso,San Antonio,San Antonio,Los Aromos 346,33º0'0""S 71º0'0""W,Asistido,1262,1009,1293,0,0,1325,1079,9 oct. 2025
COPEC,Valparaíso,San Antonio,San Antonio,AV. BARROS LUCO 2824,33º0'0""S 71º0'0""W,Asistido,1262,1013,1293,0,0,1325,1048,9 oct. 2025
Rafael Letelier Yañez y Cia Ltda,Valparaíso,San Antonio,San Antonio,Pio X /Inmaculada 0,33º0'0""S 71º0'0""W,Asistido,1262,1009,1293,774,0,1325,1079,9 oct. 2025
Rafael Letelier Yañez y Cia Ltda,Valparaíso,San Antonio,San Antonio,Jose Manuel Balmaceda 285,33º0'0""S 71º0'0""W,Asistido,1262,1009,1293,774,0,1325,1079,9 oct. 2025
COPEC,Valparaíso,San Antonio,Algarrobo,"STA. TERESITA, PEÑBLANCA S/N 00",33º0'0""S 71º0'0""W,Asistido,1259,1013,1292,0,0,1325,1058,9 oct. 2025
COPEC,Valparaíso,San Antonio,Cartagena,"AV. EL PERAL S/N, SAN SEBASTIAN 00",33º0'0""S 71º0'0""W,Asistido,1261,1009,1294,0,0,1326,1039,9 oct. 2025
COPEC,Valparaíso,San Antonio,El Quisco,Avda. Isidoro Dubournais 1459,33º0'0""S 71º0'0""W,Asistido,1259,1009,1291,0,0,1325,1057,9 oct. 2025
ARAMCO,Valparaíso,San Antonio,El Quisco,Isidoro Dubornais 3361,33º0'0""S 71º0'0""W,Asistido,1259,1009,1291,0,0,1326,1057,9 oct. 2025
COPEC,Valparaíso,San Antonio,Santo Domingo,"AV.TTE CRUZ MARTINEZ, ROCAS STO. DOMINGO 70",33º0'0""S 71º0'0""W,Asistido,1262,1012,1293,0,0,1326,1061,9 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,San Felipe,Avenida libertador Bernardo Ohiggins S/N 0,32º0'0""S 70º0'0""W,Asistido,1260,1002,1292,0,0,1323,1048,9 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,San Felipe,COMBATE LAS COIMAS 1412,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,9 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,San Felipe,CIrcunvalaciÓn oriente 1400,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,9 oct. 2025
SHELL,Valparaíso,San Felipe de Aconcagua,San Felipe,Merced 03,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,9 oct. 2025
SHELL,Valparaíso,San Felipe de Aconcagua,San Felipe,Av. Maipú esquina Chorrillos 253,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,9 oct. 2025
SHELL,Valparaíso,San Felipe de Aconcagua,San Felipe,Santiago Bueras 1080,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,9 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,San Felipe,Jose Manso de Velasco esquina Las Heras 0,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1066,13 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,Catemu,EL ARRAYAN 00,32º0'0""S 70º0'0""W,Asistido,1259,1000,1287,0,0,1315,1032,9 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,Llaillay,Av. Jose Manuel Balmaceda 1490,32º0'0""S 70º0'0""W,Asistido,1251,992,1279,0,0,1307,1054,9 oct. 2025
ARAMCO,Valparaíso,San Felipe de Aconcagua,Putaendo,Bulnes 26,32º0'0""S 70º0'0""W,Asistido,1266,1008,1298,0,0,1329,1068,10 oct. 2025
COPEC,Valparaíso,San Felipe de Aconcagua,Santa María,"irarrazabal, esquina o´higgins, s/n, 0",32º0'0""S 70º0'0""W,Asistido,1264,1006,1296,0,0,1327,1066,9 oct. 2025
ARAMCO,Valparaíso,Marga Marga,Quilpué,MARGA MARGA 1844,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1048,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Quilpué,FREIRE esq GOMEZ CARREÑO 0,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1051,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Quilpué,LOS CARRERA 1091,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Quilpué,Marga Marga 1628,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1048,14 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Quilpué,Los Carreras 401,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,0,1056,9 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Quilpué,MARGA MARGA ESQ. LOS NARDOS 1847,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Quilpué,JOSE URIBE 339,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,0,1056,9 oct. 2025
ARAMCO,Valparaíso,Marga Marga,Quilpué,Los Carrera 469,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1076,12 oct. 2025
SHELL,Valparaíso,Marga Marga,Quilpué,Avda. Los Carrera 620,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1328,1056,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Quilpué,Avda. Freire/El Belloto 880,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1031,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Quilpué,Los Carrera 01050,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,10 oct. 2025
ARAMCO,Valparaíso,Marga Marga,Limache,Avenida Palmira Romano Oriente 211,32º0'0""S 71º0'0""W,Asistido,1262,1000,1294,0,0,1325,1052,16 oct. 2025
COPEC,Valparaíso,Marga Marga,Limache,AV. PALMIRA ROMANO NORTE 1,32º0'0""S 71º0'0""W,Asistido,1262,1000,1294,0,0,1325,1052,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Limache,AV. PALMIRA ROMANO SUR 500,33º0'0""S 71º0'0""W,Asistido,1262,1000,1294,0,0,1325,1034,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Limache,República 1100,33º0'0""S 71º0'0""W,Asistido,1262,1000,1294,0,0,1325,1052,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Limache,Av. Eastman 2031,32º0'0""S 71º0'0""W,Asistido,1263,1000,1295,0,0,1326,1042,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Olmué,Avenida Adolfo Eastman 2603,32º0'0""S 71º0'0""W,Asistido,1263,1000,1295,0,0,1326,1074,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Olmué,Calle Colegio 1986,32º0'0""S 71º0'0""W,Asistido,1263,1000,1295,0,0,1326,1052,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Villa Alemana,AV. VALPARAISO 1999,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Villa Alemana,AV. VALPARAISO 1215,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1038,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Villa Alemana,Marga Marga 1612,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
COPEC,Valparaíso,Marga Marga,Villa Alemana,CAMINO TRONCAL 1831,33º0'0""S 71º0'0""W,Asistido,0,1003,0,0,0,0,1054,8 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Villa Alemana,Av. Valparaíso 1621,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,0,1056,9 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Villa Alemana,Maturana 772,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,0,1056,9 oct. 2025
CUSTOM SERVICE,Valparaíso,Marga Marga,Villa Alemana,Av. Valparaiso 1164,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,0,1056,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Villa Alemana,Avda. Manuel Montt/Sta. Rosa- Peñablanca 481,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
SHELL,Valparaíso,Marga Marga,Villa Alemana,Avda. Valparaíso 299,33º0'0""S 71º0'0""W,Asistido,1247,1003,1288,0,0,1323,1056,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,MILLï¿½N 1023,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1325,1068,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,CARRETERA EL COBRE 512,34º0'0""S 70º0'0""W,Asistido,1284,1044,1306,0,0,1328,1107,8 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,ALAMEDA 790,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1085,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Avda. Miguel Ramirez 199,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1085,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,CACHAPOAL 1420,34º0'0""S 70º0'0""W,Asistido,1275,1022,1297,0,0,1324,1068,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,camino a Doñihue     Km. 2,34º0'0""S 70º0'0""W,Asistido,1283,1039,1302,0,0,1327,1085,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,RECREO 238,34º0'0""S 70º0'0""W,Asistido,1278,1032,1299,0,0,1320,1066,14 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Alameda Bernardo O'Higgins 1915,34º0'0""S 70º0'0""W,Asistido,1283,1037,1303,0,0,1327,1068,13 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,AV. MIGUEL RAMIREZ 1325,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1067,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Av. Kennedy 1601,34º0'0""S 70º0'0""W,Asistido,1275,1021,1297,0,0,1324,1068,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,La Compañía 0353,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1067,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Alameda Bdo. O´higgins 024,34º0'0""S 70º0'0""W,Asistido,1283,1038,1304,0,0,1324,1067,9 oct. 2025
ARAMCO,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,A. San Juan 133,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1324,1085,9 oct. 2025
COPEC,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Membrillar 490,34º0'0""S 70º0'0""W,Asistido,1283,1038,1304,0,0,1324,1085,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Avda. La Victoria / O'Higgins 00,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1325,1085,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Bombero Ruiz Díaz 81,34º0'0""S 70º0'0""W,Asistido,1283,1037,1304,0,0,1327,1082,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Avda. Bernardo O´Higgins Esquina Balmaceda N° 9,34º0'0""S 70º0'0""W,Asistido,1283,1038,1304,0,0,1327,1084,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Carretera Eduardo Frei Montalva 320,34º0'0""S 70º0'0""W,Asistido,1284,1044,1306,0,0,1328,1107,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Av. Nelson Pereira 2360,34º0'0""S 70º0'0""W,Asistido,1275,1021,1297,0,0,1325,1086,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Republica de Chile 0180,34º0'0""S 70º0'0""W,Asistido,1281,1035,1302,0,0,1322,1085,9 oct. 2025
SHELL,Libertador General Bernardo O'Higgins,Cachapoal,Rancagua,Av. Salvador Allende 0157,34º0'0""S 70º0'0""W,Asistido,1283,1037,1303,0,0,1327,1085,9 oct. 2025
